tanggal_operasi_pmks,jenis_pmks,jumlah_pmks
4/25/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
4/25/2020,Pengamen,0
4/25/2020,Pengedar Kotak Amal,0
4/25/2020,Anak Terlantar,0
4/25/2020,Lain - Lain,0
4/26/2020,Gelandangan,0
4/26/2020,Pemulung,0
4/26/2020,Pengemis,0
4/26/2020,Anak Jalanan,0
4/26/2020,Pekerja Seks Komersil ,0
4/26/2020,Waria,0
4/26/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
4/26/2020,Pengamen,0
4/26/2020,Pengedar Kotak Amal,0
4/26/2020,Anak Terlantar,0
4/26/2020,Lain - Lain,0
4/27/2020,Gelandangan,0
4/27/2020,Pemulung,0
4/27/2020,Pengemis,0
4/27/2020,Anak Jalanan,0
4/27/2020,Pekerja Seks Komersil ,0
4/27/2020,Waria,0
4/27/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
4/27/2020,Pengamen,0
4/27/2020,Pengedar Kotak Amal,0
4/27/2020,Anak Terlantar,0
4/27/2020,Lain - Lain,1
4/28/2020,Gelandangan,0
4/28/2020,Pemulung,0
4/28/2020,Pengemis,0
4/28/2020,Anak Jalanan,0
4/28/2020,Pekerja Seks Komersil ,0
4/28/2020,Waria,0
4/28/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
4/28/2020,Pengamen,0
4/28/2020,Pengedar Kotak Amal,0
4/28/2020,Anak Terlantar,0
4/28/2020,Lain - Lain,0
4/29/2020,Gelandangan,0
4/29/2020,Pemulung,0
4/29/2020,Pengemis,0
4/29/2020,Anak Jalanan,0
4/29/2020,Pekerja Seks Komersil ,0
4/29/2020,Waria,0
4/29/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
4/29/2020,Pengamen,0
4/29/2020,Pengedar Kotak Amal,0
4/29/2020,Anak Terlantar,0
4/29/2020,Lain - Lain,0
4/30/2020,Gelandangan,1
4/30/2020,Pemulung,2
4/30/2020,Pengemis,0
4/30/2020,Anak Jalanan,0
4/30/2020,Pekerja Seks Komersil ,0
4/30/2020,Waria,0
4/30/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
4/30/2020,Pengamen,0
4/30/2020,Pengedar Kotak Amal,0
4/30/2020,Anak Terlantar,0
4/30/2020,Lain - Lain,7
