tanggal_operasi_pmks,jenis_pmks,jumlah_pmks
5/14/2020,Pengedar Kotak Amal,0
5/14/2020,Anak Terlantar,0
5/14/2020,Lain - Lain,7
5/15/2020,Gelandangan,0
5/15/2020,Pemulung,1
5/15/2020,Pengemis,0
5/15/2020,Anak Jalanan,0
5/15/2020,Pekerja Seks Komersil ,0
5/15/2020,Waria,0
5/15/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/15/2020,Pengamen,2
5/15/2020,Pengedar Kotak Amal,0
5/15/2020,Anak Terlantar,0
5/15/2020,Lain - Lain,1
5/16/2020,Gelandangan,4
5/16/2020,Pemulung,1
5/16/2020,Pengemis,0
5/16/2020,Anak Jalanan,0
5/16/2020,Pekerja Seks Komersil ,2
5/16/2020,Waria,0
5/16/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
5/16/2020,Pengamen,1
5/16/2020,Pengedar Kotak Amal,0
5/16/2020,Anak Terlantar,0
5/16/2020,Lain - Lain,10
5/17/2020,Gelandangan,0
5/17/2020,Pemulung,2
5/17/2020,Pengemis,0
5/17/2020,Anak Jalanan,0
5/17/2020,Pekerja Seks Komersil ,0
5/17/2020,Waria,0
5/17/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/17/2020,Pengamen,0
5/17/2020,Pengedar Kotak Amal,0
5/17/2020,Anak Terlantar,0
5/17/2020,Lain - Lain,6
5/18/2020,Gelandangan,0
5/18/2020,Pemulung,0
5/18/2020,Pengemis,0
5/18/2020,Anak Jalanan,0
5/18/2020,Pekerja Seks Komersil ,0
5/18/2020,Waria,0
5/18/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/18/2020,Pengamen,0
5/18/2020,Pengedar Kotak Amal,0
5/18/2020,Anak Terlantar,0
5/18/2020,Lain - Lain,0
5/19/2020,Gelandangan,0
5/19/2020,Pemulung,0
5/19/2020,Pengemis,0
5/19/2020,Anak Jalanan,0
5/19/2020,Pekerja Seks Komersil ,0
5/19/2020,Waria,0
5/19/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/19/2020,Pengamen,0
5/19/2020,Pengedar Kotak Amal,0
5/19/2020,Anak Terlantar,0
5/19/2020,Lain - Lain,0
5/20/2020,Gelandangan,1
5/20/2020,Pemulung,2
5/20/2020,Pengemis,1
5/20/2020,Anak Jalanan,0
5/20/2020,Pekerja Seks Komersil ,0
5/20/2020,Waria,0
5/20/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
5/20/2020,Pengamen,5
5/20/2020,Pengedar Kotak Amal,0
5/20/2020,Anak Terlantar,0
5/20/2020,Lain - Lain,4
5/21/2020,Gelandangan,0
5/21/2020,Pemulung,0
5/21/2020,Pengemis,0
5/21/2020,Anak Jalanan,0
5/21/2020,Pekerja Seks Komersil ,0
5/21/2020,Waria,0
5/21/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/21/2020,Pengamen,0
5/21/2020,Pengedar Kotak Amal,0
5/21/2020,Anak Terlantar,0
5/21/2020,Lain - Lain,3
5/22/2020,Gelandangan,0
5/22/2020,Pemulung,0
5/22/2020,Pengemis,0
5/22/2020,Anak Jalanan,0
5/22/2020,Pekerja Seks Komersil ,0
5/22/2020,Waria,0
5/22/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/22/2020,Pengamen,0
5/22/2020,Pengedar Kotak Amal,0
5/22/2020,Anak Terlantar,0
5/22/2020,Lain - Lain,1
5/23/2020,Gelandangan,0
5/23/2020,Pemulung,0
5/23/2020,Pengemis,0
5/23/2020,Anak Jalanan,0
5/23/2020,Pekerja Seks Komersil ,0
5/23/2020,Waria,0
5/23/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/23/2020,Pengamen,0
5/23/2020,Pengedar Kotak Amal,0
5/23/2020,Anak Terlantar,0
5/23/2020,Lain - Lain,1
5/24/2020,Gelandangan,0
5/24/2020,Pemulung,0
5/24/2020,Pengemis,0
5/24/2020,Anak Jalanan,0
5/24/2020,Pekerja Seks Komersil ,0
5/24/2020,Waria,0
5/24/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/24/2020,Pengamen,0
5/24/2020,Pengedar Kotak Amal,0
5/24/2020,Anak Terlantar,0
5/24/2020,Lain - Lain,3
5/25/2020,Gelandangan,0
5/25/2020,Pemulung,0
5/25/2020,Pengemis,0
5/25/2020,Anak Jalanan,0
5/25/2020,Pekerja Seks Komersil ,0
5/25/2020,Waria,0
5/25/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/25/2020,Pengamen,0
5/25/2020,Pengedar Kotak Amal,0
5/25/2020,Anak Terlantar,0
5/25/2020,Lain - Lain,0
5/26/2020,Gelandangan,0
5/26/2020,Pemulung,2
5/26/2020,Pengemis,0
5/26/2020,Anak Jalanan,0
5/26/2020,Pekerja Seks Komersil ,0
5/26/2020,Waria,0
5/26/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/26/2020,Pengamen,0
5/26/2020,Pengedar Kotak Amal,0
5/26/2020,Anak Terlantar,0
5/26/2020,Lain - Lain,1
5/27/2020,Gelandangan,0
5/27/2020,Pemulung,1
5/27/2020,Pengemis,0
5/27/2020,Anak Jalanan,0
5/27/2020,Pekerja Seks Komersil ,0
5/27/2020,Waria,0
5/27/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/27/2020,Pengamen,0
5/27/2020,Pengedar Kotak Amal,0
5/27/2020,Anak Terlantar,0
5/27/2020,Lain - Lain,3
5/28/2020,Gelandangan,0
5/28/2020,Pemulung,3
5/28/2020,Pengemis,0
5/28/2020,Anak Jalanan,0
5/28/2020,Pekerja Seks Komersil ,0
5/28/2020,Waria,0
5/28/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
5/28/2020,Pengamen,0
5/28/2020,Pengedar Kotak Amal,0
5/28/2020,Anak Terlantar,0
5/28/2020,Lain - Lain,1
5/29/2020,Gelandangan,0
5/29/2020,Pemulung,0
5/29/2020,Pengemis,0
5/29/2020,Anak Jalanan,0
5/29/2020,Pekerja Seks Komersil ,0
5/29/2020,Waria,0
5/29/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/29/2020,Pengamen,0
5/29/2020,Pengedar Kotak Amal,0
5/29/2020,Anak Terlantar,0
5/29/2020,Lain - Lain,1
5/30/2020,Gelandangan,2
5/30/2020,Pemulung,0
5/30/2020,Pengemis,0
5/30/2020,Anak Jalanan,0
5/30/2020,Pekerja Seks Komersil ,0
5/30/2020,Waria,0
5/30/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/30/2020,Pengamen,0
5/30/2020,Pengedar Kotak Amal,0
5/30/2020,Anak Terlantar,0
5/30/2020,Lain - Lain,0
5/31/2020,Gelandangan,0
5/31/2020,Pemulung,0
5/31/2020,Pengemis,0
5/31/2020,Anak Jalanan,0
5/31/2020,Pekerja Seks Komersil ,0
5/31/2020,Waria,0
5/31/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
5/31/2020,Pengamen,0
5/31/2020,Pengedar Kotak Amal,0
5/31/2020,Anak Terlantar,0
5/31/2020,Lain - Lain,1
