tanggal_operasi_pmks,jenis_pmks,jumlah_pmks
7/7/2020,Pengedar Kotak Amal,0
7/7/2020,Anak Terlantar,0
7/7/2020,Lain - Lain,0
7/8/2020,Gelandangan,2
7/8/2020,Pemulung,0
7/8/2020,Pengemis,0
7/8/2020,Anak Jalanan,0
7/8/2020,Pekerja Seks Komersil ,0
7/8/2020,Waria,0
7/8/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/8/2020,Pengamen,0
7/8/2020,Pengedar Kotak Amal,0
7/8/2020,Anak Terlantar,0
7/8/2020,Lain - Lain,5
7/9/2020,Gelandangan,0
7/9/2020,Pemulung,0
7/9/2020,Pengemis,0
7/9/2020,Anak Jalanan,0
7/9/2020,Pekerja Seks Komersil ,0
7/9/2020,Waria,0
7/9/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/9/2020,Pengamen,0
7/9/2020,Pengedar Kotak Amal,0
7/9/2020,Anak Terlantar,0
7/9/2020,Lain - Lain,0
7/10/2020,Gelandangan,1
7/10/2020,Pemulung,0
7/10/2020,Pengemis,0
7/10/2020,Anak Jalanan,1
7/10/2020,Pekerja Seks Komersil ,0
7/10/2020,Waria,0
7/10/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/10/2020,Pengamen,0
7/10/2020,Pengedar Kotak Amal,0
7/10/2020,Anak Terlantar,0
7/10/2020,Lain - Lain,0
7/11/2020,Gelandangan,0
7/11/2020,Pemulung,0
7/11/2020,Pengemis,0
7/11/2020,Anak Jalanan,0
7/11/2020,Pekerja Seks Komersil ,0
7/11/2020,Waria,0
7/11/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/11/2020,Pengamen,0
7/11/2020,Pengedar Kotak Amal,0
7/11/2020,Anak Terlantar,0
7/11/2020,Lain - Lain,0
7/12/2020,Gelandangan,0
7/12/2020,Pemulung,0
7/12/2020,Pengemis,0
7/12/2020,Anak Jalanan,0
7/12/2020,Pekerja Seks Komersil ,0
7/12/2020,Waria,0
7/12/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/12/2020,Pengamen,0
7/12/2020,Pengedar Kotak Amal,0
7/12/2020,Anak Terlantar,0
7/12/2020,Lain - Lain,0
7/13/2020,Gelandangan,0
7/13/2020,Pemulung,0
7/13/2020,Pengemis,0
7/13/2020,Anak Jalanan,0
7/13/2020,Pekerja Seks Komersil ,0
7/13/2020,Waria,0
7/13/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/13/2020,Pengamen,0
7/13/2020,Pengedar Kotak Amal,0
7/13/2020,Anak Terlantar,0
7/13/2020,Lain - Lain,0
7/14/2020,Gelandangan,0
7/14/2020,Pemulung,0
7/14/2020,Pengemis,0
7/14/2020,Anak Jalanan,0
7/14/2020,Pekerja Seks Komersil ,0
7/14/2020,Waria,0
7/14/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
7/14/2020,Pengamen,0
7/14/2020,Pengedar Kotak Amal,0
7/14/2020,Anak Terlantar,0
7/14/2020,Lain - Lain,1
7/15/2020,Gelandangan,0
7/15/2020,Pemulung,0
7/15/2020,Pengemis,0
7/15/2020,Anak Jalanan,0
7/15/2020,Pekerja Seks Komersil ,0
7/15/2020,Waria,0
7/15/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/15/2020,Pengamen,0
7/15/2020,Pengedar Kotak Amal,0
7/15/2020,Anak Terlantar,0
7/15/2020,Lain - Lain,0
7/16/2020,Gelandangan,0
7/16/2020,Pemulung,0
7/16/2020,Pengemis,0
7/16/2020,Anak Jalanan,0
7/16/2020,Pekerja Seks Komersil ,0
7/16/2020,Waria,0
7/16/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/16/2020,Pengamen,0
7/16/2020,Pengedar Kotak Amal,0
7/16/2020,Anak Terlantar,0
7/16/2020,Lain - Lain,0
7/17/2020,Gelandangan,1
7/17/2020,Pemulung,2
7/17/2020,Pengemis,0
7/17/2020,Anak Jalanan,0
7/17/2020,Pekerja Seks Komersil ,0
7/17/2020,Waria,0
7/17/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
7/17/2020,Pengamen,0
7/17/2020,Pengedar Kotak Amal,0
7/17/2020,Anak Terlantar,0
7/17/2020,Lain - Lain,1
7/18/2020,Gelandangan,0
7/18/2020,Pemulung,0
7/18/2020,Pengemis,0
7/18/2020,Anak Jalanan,0
7/18/2020,Pekerja Seks Komersil ,0
7/18/2020,Waria,0
7/18/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/18/2020,Pengamen,0
7/18/2020,Pengedar Kotak Amal,0
7/18/2020,Anak Terlantar,0
7/18/2020,Lain - Lain,0
7/19/2020,Gelandangan,0
7/19/2020,Pemulung,0
7/19/2020,Pengemis,0
7/19/2020,Anak Jalanan,0
7/19/2020,Pekerja Seks Komersil ,0
7/19/2020,Waria,0
7/19/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/19/2020,Pengamen,0
7/19/2020,Pengedar Kotak Amal,0
7/19/2020,Anak Terlantar,0
7/19/2020,Lain - Lain,0
7/20/2020,Gelandangan,0
7/20/2020,Pemulung,0
7/20/2020,Pengemis,0
7/20/2020,Anak Jalanan,0
7/20/2020,Pekerja Seks Komersil ,0
7/20/2020,Waria,0
7/20/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/20/2020,Pengamen,0
7/20/2020,Pengedar Kotak Amal,0
7/20/2020,Anak Terlantar,0
7/20/2020,Lain - Lain,0
7/21/2020,Gelandangan,2
7/21/2020,Pemulung,0
7/21/2020,Pengemis,0
7/21/2020,Anak Jalanan,0
7/21/2020,Pekerja Seks Komersil ,0
7/21/2020,Waria,0
7/21/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/21/2020,Pengamen,1
7/21/2020,Pengedar Kotak Amal,0
7/21/2020,Anak Terlantar,0
7/21/2020,Lain - Lain,1
7/22/2020,Gelandangan,0
7/22/2020,Pemulung,0
7/22/2020,Pengemis,0
7/22/2020,Anak Jalanan,0
7/22/2020,Pekerja Seks Komersil ,0
7/22/2020,Waria,0
7/22/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/22/2020,Pengamen,0
7/22/2020,Pengedar Kotak Amal,0
7/22/2020,Anak Terlantar,0
7/22/2020,Lain - Lain,0
7/23/2020,Gelandangan,0
7/23/2020,Pemulung,0
7/23/2020,Pengemis,0
7/23/2020,Anak Jalanan,0
7/23/2020,Pekerja Seks Komersil ,0
7/23/2020,Waria,0
7/23/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/23/2020,Pengamen,0
7/23/2020,Pengedar Kotak Amal,0
7/23/2020,Anak Terlantar,0
7/23/2020,Lain - Lain,1
7/24/2020,Gelandangan,1
7/24/2020,Pemulung,0
7/24/2020,Pengemis,0
7/24/2020,Anak Jalanan,1
7/24/2020,Pekerja Seks Komersil ,0
7/24/2020,Waria,0
7/24/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/24/2020,Pengamen,0
7/24/2020,Pengedar Kotak Amal,0
7/24/2020,Anak Terlantar,0
7/24/2020,Lain - Lain,0
7/25/2020,Gelandangan,0
7/25/2020,Pemulung,0
7/25/2020,Pengemis,0
7/25/2020,Anak Jalanan,0
7/25/2020,Pekerja Seks Komersil ,0
7/25/2020,Waria,0
7/25/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/25/2020,Pengamen,0
7/25/2020,Pengedar Kotak Amal,0
7/25/2020,Anak Terlantar,0
7/25/2020,Lain - Lain,0
7/26/2020,Gelandangan,0
7/26/2020,Pemulung,0
7/26/2020,Pengemis,0
7/26/2020,Anak Jalanan,0
7/26/2020,Pekerja Seks Komersil ,0
7/26/2020,Waria,0
7/26/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/26/2020,Pengamen,0
7/26/2020,Pengedar Kotak Amal,0
7/26/2020,Anak Terlantar,0
7/26/2020,Lain - Lain,0
7/27/2020,Gelandangan,0
7/27/2020,Pemulung,0
7/27/2020,Pengemis,0
7/27/2020,Anak Jalanan,0
7/27/2020,Pekerja Seks Komersil ,0
7/27/2020,Waria,0
7/27/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/27/2020,Pengamen,0
7/27/2020,Pengedar Kotak Amal,0
7/27/2020,Anak Terlantar,0
7/27/2020,Lain - Lain,1
7/28/2020,Gelandangan,0
7/28/2020,Pemulung,0
7/28/2020,Pengemis,0
7/28/2020,Anak Jalanan,0
7/28/2020,Pekerja Seks Komersil ,0
7/28/2020,Waria,0
7/28/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/28/2020,Pengamen,0
7/28/2020,Pengedar Kotak Amal,0
7/28/2020,Anak Terlantar,0
7/28/2020,Lain - Lain,0
7/29/2020,Gelandangan,0
7/29/2020,Pemulung,0
7/29/2020,Pengemis,0
7/29/2020,Anak Jalanan,0
7/29/2020,Pekerja Seks Komersil ,0
7/29/2020,Waria,0
7/29/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/29/2020,Pengamen,0
7/29/2020,Pengedar Kotak Amal,0
7/29/2020,Anak Terlantar,0
7/29/2020,Lain - Lain,0
7/30/2020,Gelandangan,0
7/30/2020,Pemulung,0
7/30/2020,Pengemis,0
7/30/2020,Anak Jalanan,0
7/30/2020,Pekerja Seks Komersil ,0
7/30/2020,Waria,0
7/30/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/30/2020,Pengamen,0
7/30/2020,Pengedar Kotak Amal,0
7/30/2020,Anak Terlantar,0
7/30/2020,Lain - Lain,0
7/31/2020,Gelandangan,0
7/31/2020,Pemulung,0
7/31/2020,Pengemis,0
7/31/2020,Anak Jalanan,0
7/31/2020,Pekerja Seks Komersil ,0
7/31/2020,Waria,0
7/31/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
7/31/2020,Pengamen,0
7/31/2020,Pengedar Kotak Amal,0
7/31/2020,Anak Terlantar,0
7/31/2020,Lain - Lain,0
