tanggal_operasi_pmks,jenis_pmks,jumlah_pmks
8/11/2020,Anak Jalanan,0
8/11/2020,Pekerja Seks Komersil ,0
8/11/2020,Waria,0
8/11/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/11/2020,Pengamen,0
8/11/2020,Pengedar Kotak Amal,0
8/11/2020,Anak Terlantar,0
8/11/2020,Lain - Lain,0
8/12/2020,Gelandangan,1
8/12/2020,Pemulung,0
8/12/2020,Pengemis,0
8/12/2020,Anak Jalanan,0
8/12/2020,Pekerja Seks Komersil ,0
8/12/2020,Waria,0
8/12/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
8/12/2020,Pengamen,0
8/12/2020,Pengedar Kotak Amal,0
8/12/2020,Anak Terlantar,0
8/12/2020,Lain - Lain,1
8/13/2020,Gelandangan,0
8/13/2020,Pemulung,0
8/13/2020,Pengemis,0
8/13/2020,Anak Jalanan,0
8/13/2020,Pekerja Seks Komersil ,0
8/13/2020,Waria,0
8/13/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/13/2020,Pengamen,0
8/13/2020,Pengedar Kotak Amal,0
8/13/2020,Anak Terlantar,0
8/13/2020,Lain - Lain,0
8/14/2020,Gelandangan,0
8/14/2020,Pemulung,0
8/14/2020,Pengemis,0
8/14/2020,Anak Jalanan,0
8/14/2020,Pekerja Seks Komersil ,0
8/14/2020,Waria,0
8/14/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/14/2020,Pengamen,0
8/14/2020,Pengedar Kotak Amal,0
8/14/2020,Anak Terlantar,0
8/14/2020,Lain - Lain,2
8/15/2020,Gelandangan,0
8/15/2020,Pemulung,0
8/15/2020,Pengemis,0
8/15/2020,Anak Jalanan,0
8/15/2020,Pekerja Seks Komersil ,0
8/15/2020,Waria,0
8/15/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/15/2020,Pengamen,0
8/15/2020,Pengedar Kotak Amal,0
8/15/2020,Anak Terlantar,0
8/15/2020,Lain - Lain,0
8/16/2020,Gelandangan,0
8/16/2020,Pemulung,0
8/16/2020,Pengemis,0
8/16/2020,Anak Jalanan,0
8/16/2020,Pekerja Seks Komersil ,0
8/16/2020,Waria,0
8/16/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/16/2020,Pengamen,0
8/16/2020,Pengedar Kotak Amal,0
8/16/2020,Anak Terlantar,0
8/16/2020,Lain - Lain,0
8/17/2020,Gelandangan,0
8/17/2020,Pemulung,0
8/17/2020,Pengemis,0
8/17/2020,Anak Jalanan,0
8/17/2020,Pekerja Seks Komersil ,0
8/17/2020,Waria,0
8/17/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/17/2020,Pengamen,0
8/17/2020,Pengedar Kotak Amal,0
8/17/2020,Anak Terlantar,0
8/17/2020,Lain - Lain,0
8/18/2020,Gelandangan,2
8/18/2020,Pemulung,0
8/18/2020,Pengemis,0
8/18/2020,Anak Jalanan,0
8/18/2020,Pekerja Seks Komersil ,0
8/18/2020,Waria,0
8/18/2020,Psykotik /Orang Dengan Masalah Kejiwaan,2
8/18/2020,Pengamen,0
8/18/2020,Pengedar Kotak Amal,0
8/18/2020,Anak Terlantar,0
8/18/2020,Lain - Lain,2
8/19/2020,Gelandangan,0
8/19/2020,Pemulung,0
8/19/2020,Pengemis,0
8/19/2020,Anak Jalanan,0
8/19/2020,Pekerja Seks Komersil ,0
8/19/2020,Waria,0
8/19/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/19/2020,Pengamen,0
8/19/2020,Pengedar Kotak Amal,0
8/19/2020,Anak Terlantar,0
8/19/2020,Lain - Lain,0
8/20/2020,Gelandangan,0
8/20/2020,Pemulung,0
8/20/2020,Pengemis,0
8/20/2020,Anak Jalanan,0
8/20/2020,Pekerja Seks Komersil ,0
8/20/2020,Waria,0
8/20/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/20/2020,Pengamen,0
8/20/2020,Pengedar Kotak Amal,0
8/20/2020,Anak Terlantar,0
8/20/2020,Lain - Lain,0
8/21/2020,Gelandangan,0
8/21/2020,Pemulung,0
8/21/2020,Pengemis,0
8/21/2020,Anak Jalanan,0
8/21/2020,Pekerja Seks Komersil ,0
8/21/2020,Waria,0
8/21/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/21/2020,Pengamen,0
8/21/2020,Pengedar Kotak Amal,0
8/21/2020,Anak Terlantar,0
8/21/2020,Lain - Lain,0
8/22/2020,Gelandangan,0
8/22/2020,Pemulung,0
8/22/2020,Pengemis,0
8/22/2020,Anak Jalanan,0
8/22/2020,Pekerja Seks Komersil ,0
8/22/2020,Waria,0
8/22/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/22/2020,Pengamen,0
8/22/2020,Pengedar Kotak Amal,0
8/22/2020,Anak Terlantar,0
8/22/2020,Lain - Lain,0
8/23/2020,Gelandangan,0
8/23/2020,Pemulung,0
8/23/2020,Pengemis,0
8/23/2020,Anak Jalanan,0
8/23/2020,Pekerja Seks Komersil ,0
8/23/2020,Waria,0
8/23/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/23/2020,Pengamen,0
8/23/2020,Pengedar Kotak Amal,0
8/23/2020,Anak Terlantar,0
8/23/2020,Lain - Lain,0
8/24/2020,Gelandangan,2
8/24/2020,Pemulung,1
8/24/2020,Pengemis,0
8/24/2020,Anak Jalanan,0
8/24/2020,Pekerja Seks Komersil ,0
8/24/2020,Waria,0
8/24/2020,Psykotik /Orang Dengan Masalah Kejiwaan,1
8/24/2020,Pengamen,0
8/24/2020,Pengedar Kotak Amal,0
8/24/2020,Anak Terlantar,0
8/24/2020,Lain - Lain,0
8/25/2020,Gelandangan,0
8/25/2020,Pemulung,0
8/25/2020,Pengemis,0
8/25/2020,Anak Jalanan,0
8/25/2020,Pekerja Seks Komersil ,0
8/25/2020,Waria,0
8/25/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/25/2020,Pengamen,0
8/25/2020,Pengedar Kotak Amal,0
8/25/2020,Anak Terlantar,0
8/25/2020,Lain - Lain,0
8/26/2020,Gelandangan,1
8/26/2020,Pemulung,0
8/26/2020,Pengemis,0
8/26/2020,Anak Jalanan,0
8/26/2020,Pekerja Seks Komersil ,0
8/26/2020,Waria,0
8/26/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/26/2020,Pengamen,0
8/26/2020,Pengedar Kotak Amal,0
8/26/2020,Anak Terlantar,0
8/26/2020,Lain - Lain,0
8/27/2020,Gelandangan,0
8/27/2020,Pemulung,0
8/27/2020,Pengemis,0
8/27/2020,Anak Jalanan,0
8/27/2020,Pekerja Seks Komersil ,0
8/27/2020,Waria,0
8/27/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/27/2020,Pengamen,0
8/27/2020,Pengedar Kotak Amal,0
8/27/2020,Anak Terlantar,0
8/27/2020,Lain - Lain,2
8/28/2020,Gelandangan,0
8/28/2020,Pemulung,0
8/28/2020,Pengemis,0
8/28/2020,Anak Jalanan,0
8/28/2020,Pekerja Seks Komersil ,0
8/28/2020,Waria,0
8/28/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/28/2020,Pengamen,0
8/28/2020,Pengedar Kotak Amal,0
8/28/2020,Anak Terlantar,0
8/28/2020,Lain - Lain,0
8/29/2020,Gelandangan,0
8/29/2020,Pemulung,0
8/29/2020,Pengemis,0
8/29/2020,Anak Jalanan,0
8/29/2020,Pekerja Seks Komersil ,0
8/29/2020,Waria,0
8/29/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/29/2020,Pengamen,0
8/29/2020,Pengedar Kotak Amal,0
8/29/2020,Anak Terlantar,0
8/29/2020,Lain - Lain,0
8/30/2020,Gelandangan,0
8/30/2020,Pemulung,0
8/30/2020,Pengemis,0
8/30/2020,Anak Jalanan,0
8/30/2020,Pekerja Seks Komersil ,0
8/30/2020,Waria,0
8/30/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/30/2020,Pengamen,0
8/30/2020,Pengedar Kotak Amal,0
8/30/2020,Anak Terlantar,0
8/30/2020,Lain - Lain,0
8/31/2020,Gelandangan,0
8/31/2020,Pemulung,0
8/31/2020,Pengemis,0
8/31/2020,Anak Jalanan,0
8/31/2020,Pekerja Seks Komersil ,0
8/31/2020,Waria,0
8/31/2020,Psykotik /Orang Dengan Masalah Kejiwaan,0
8/31/2020,Pengamen,0
8/31/2020,Pengedar Kotak Amal,0
8/31/2020,Anak Terlantar,0
8/31/2020,Lain - Lain,0
